week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
202334,3,1671,348,2994,48,10,86,53,BRETAGNE
202334,3,492,0,1023,19,0,39,24,CENTRE-VAL-DE-LOIRE
202334,3,8,0,45,2,0,12,94,CORSE
202334,3,4899,2449,7349,40,20,60,11,ILE-DE-FRANCE
202334,3,4005,2113,5897,66,35,97,76,OCCITANIE
202334,3,1636,304,2968,27,5,49,32,HAUTS-DE-FRANCE
202334,3,197,0,522,6,0,16,28,NORMANDIE
202334,3,870,0,1766,22,0,45,52,PAYS-DE-LA-LOIRE
202334,3,1483,0,3117,29,0,61,93,PROVENCE-ALPES-COTE-D-AZUR
202333,3,1346,81,2611,24,2,46,44,GRAND EST
202333,3,3012,989,5035,49,16,82,75,NOUVELLE-AQUITAINE
202333,3,1470,0,2979,18,0,36,84,AUVERGNE-RHONE-ALPES
202333,3,620,0,1462,22,0,51,27,BOURGOGNE-FRANCHE-COMTE
202333,3,1232,187,2277,36,6,66,53,BRETAGNE
202333,3,684,0,1423,26,0,54,24,CENTRE-VAL-DE-LOIRE
202333,3,7,0,40,2,0,11,94,CORSE
202333,3,2696,955,4437,22,8,36,11,ILE-DE-FRANCE
202333,3,1663,395,2931,27,6,48,76,OCCITANIE
202333,3,1234,0,2599,20,0,42,32,HAUTS-DE-FRANCE
202333,3,34,0,186,1,0,5,28,NORMANDIE
202333,3,670,0,1510,17,0,38,52,PAYS-DE-LA-LOIRE
202333,3,1006,0,2196,19,0,42,93,PROVENCE-ALPES-COTE-D-AZUR
202332,3,2317,420,4214,41,8,74,44,GRAND EST
202332,3,1903,405,3401,31,7,55,75,NOUVELLE-AQUITAINE
202332,3,815,0,1726,10,0,21,84,AUVERGNE-RHONE-ALPES
202332,3,313,0,919,11,0,32,27,BOURGOGNE-FRANCHE-COMTE
202332,3,556,0,1205,16,0,35,53,BRETAGNE
202332,3,966,0,2867,37,0,109,24,CENTRE-VAL-DE-LOIRE
202332,3,61,0,159,17,0,45,94,CORSE
202332,3,2895,519,5271,23,4,42,11,ILE-DE-FRANCE
202332,3,1692,112,3272,28,2,54,76,OCCITANIE
202332,3,942,0,2097,15,0,34,32,HAUTS-DE-FRANCE
202332,3,314,0,782,9,0,23,28,NORMANDIE
202332,3,411,0,1149,10,0,29,52,PAYS-DE-LA-LOIRE
202332,3,1022,0,3125,20,0,61,93,PROVENCE-ALPES-COTE-D-AZUR
202331,3,2097,425,3769,37,8,66,44,GRAND EST
202331,3,2507,597,4417,41,10,72,75,NOUVELLE-AQUITAINE
202331,3,1085,0,2285,13,0,28,84,AUVERGNE-RHONE-ALPES
202331,3,172,0,602,6,0,21,27,BOURGOGNE-FRANCHE-COMTE
202331,3,491,0,1024,14,0,29,53,BRETAGNE
202331,3,646,0,1461,25,0,56,24,CENTRE-VAL-DE-LOIRE
202331,3,44,0,117,13,0,34,94,CORSE
202331,3,2740,793,4687,22,6,38,11,ILE-DE-FRANCE
202331,3,1319,87,2551,22,2,42,76,OCCITANIE
202331,3,505,0,1395,8,0,23,32,HAUTS-DE-FRANCE
202331,3,236,0,924,7,0,27,28,NORMANDIE
202331,3,219,0,706,6,0,18,52,PAYS-DE-LA-LOIRE
202331,3,1427,0,4015,28,0,78,93,PROVENCE-ALPES-COTE-D-AZUR
202330,3,1200,46,2354,21,1,41,44,GRAND EST
202330,3,2057,0,4155,33,0,67,75,NOUVELLE-AQUITAINE
202330,3,502,0,1221,6,0,15,84,AUVERGNE-RHONE-ALPES
202330,3,153,0,570,5,0,19,27,BOURGOGNE-FRANCHE-COMTE
202330,3,777,0,1660,22,0,47,53,BRETAGNE
202330,3,306,0,796,12,0,31,24,CENTRE-VAL-DE-LOIRE
202330,3,88,0,211,25,0,60,94,CORSE
202330,3,2415,570,4260,19,4,34,11,ILE-DE-FRANCE
202330,3,1302,101,2503,21,1,41,76,OCCITANIE
202330,3,626,0,1539,10,0,25,32,HAUTS-DE-FRANCE
202330,3,146,0,508,4,0,15,28,NORMANDIE
202330,3,81,0,387,2,0,10,52,PAYS-DE-LA-LOIRE
202330,3,1370,23,2717,26,0,52,93,PROVENCE-ALPES-COTE-D-AZUR
202329,3,957,0,2202,17,0,39,44,GRAND EST
202329,3,981,0,2128,16,0,35,75,NOUVELLE-AQUITAINE
202329,3,1089,16,2162,13,0,26,84,AUVERGNE-RHONE-ALPES
202329,3,156,0,605,5,0,21,27,BOURGOGNE-FRANCHE-COMTE
202329,3,1274,274,2274,37,8,66,53,BRETAGNE
202329,3,195,0,575,7,0,21,24,CENTRE-VAL-DE-LOIRE
202329,3,138,0,343,40,0,99,94,CORSE
202329,3,1716,424,3008,14,4,24,11,ILE-DE-FRANCE
202329,3,1459,247,2671,24,4,44,76,OCCITANIE
202329,3,433,0,1199,7,0,20,32,HAUTS-DE-FRANCE
202329,3,61,0,343,2,0,10,28,NORMANDIE
202329,3,296,0,924,8,0,24,52,PAYS-DE-LA-LOIRE
202329,3,798,0,1990,15,0,38,93,PROVENCE-ALPES-COTE-D-AZUR
202328,3,901,0,2020,16,0,36,44,GRAND EST
202328,3,496,0,1348,8,0,22,75,NOUVELLE-AQUITAINE
202328,3,979,0,2132,12,0,26,84,AUVERGNE-RHONE-ALPES
202328,3,219,0,610,8,0,22,27,BOURGOGNE-FRANCHE-COMTE
202328,3,874,0,1761,25,0,51,53,BRETAGNE
202328,3,192,0,516,7,0,19,24,CENTRE-VAL-DE-LOIRE
202328,3,90,0,251,26,0,72,94,CORSE
202328,3,1865,395,3335,15,3,27,11,ILE-DE-FRANCE
202328,3,559,0,1205,9,0,20,76,OCCITANIE
202328,3,298,0,975,5,0,16,32,HAUTS-DE-FRANCE
202328,3,133,0,525,4,0,16,28,NORMANDIE
202328,3,539,0,1332,14,0,34,52,PAYS-DE-LA-LOIRE
202328,3,646,0,1788,12,0,34,93,PROVENCE-ALPES-COTE-D-AZUR
202327,3,1182,0,2484,21,0,44,44,GRAND EST
202327,3,1469,197,2741,24,3,45,75,NOUVELLE-AQUITAINE
202327,3,435,0,1036,5,0,12,84,AUVERGNE-RHONE-ALPES
202327,3,232,0,632,8,0,22,27,BOURGOGNE-FRANCHE-COMTE
202327,3,641,0,1426,19,0,42,53,BRETAGNE
202327,3,67,0,262,3,0,10,24,CENTRE-VAL-DE-LOIRE
202327,3,71,0,194,20,0,55,94,CORSE
202327,3,1302,0,2643,11,0,22,11,ILE-DE-FRANCE
202327,3,952,72,1832,16,2,30,76,OCCITANIE
202327,3,843,0,1827,14,0,30,32,HAUTS-DE-FRANCE
202327,3,178,0,658,5,0,19,28,NORMANDIE
202327,3,433,0,1261,11,0,32,52,PAYS-DE-LA-LOIRE
202327,3,1004,0,2375,19,0,46,93,PROVENCE-ALPES-COTE-D-AZUR
202326,3,974,0,2074,17,0,36,44,GRAND EST
202326,3,1474,0,2973,24,0,48,75,NOUVELLE-AQUITAINE
202326,3,878,0,1836,11,0,23,84,AUVERGNE-RHONE-ALPES
202326,3,349,0,830,12,0,29,27,BOURGOGNE-FRANCHE-COMTE
202326,3,261,0,878,8,0,26,53,BRETAGNE
202326,3,164,0,525,6,0,20,24,CENTRE-VAL-DE-LOIRE
202326,3,31,0,104,9,0,30,94,CORSE
202326,3,1462,77,2847,12,1,23,11,ILE-DE-FRANCE
202326,3,1392,109,2675,23,2,44,76,OCCITANIE
202326,3,592,0,1334,10,0,22,32,HAUTS-DE-FRANCE
202326,3,59,0,336,2,0,10,28,NORMANDIE
202326,3,136,0,474,3,0,12,52,PAYS-DE-LA-LOIRE
202326,3,1028,0,2145,20,0,42,93,PROVENCE-ALPES-COTE-D-AZUR
202325,3,543,0,1176,10,0,21,44,GRAND EST
202325,3,1694,0,3558,27,0,57,75,NOUVELLE-AQUITAINE
202325,3,519,0,1173,6,0,14,84,AUVERGNE-RHONE-ALPES
202325,3,565,0,1191,20,0,42,27,BOURGOGNE-FRANCHE-COMTE
202325,3,261,0,815,10,0,31,24,CENTRE-VAL-DE-LOIRE
202325,3,35,0,99,10,0,28,94,CORSE
202325,3,2077,671,3483,17,6,28,11,ILE-DE-FRANCE
202325,3,1917,357,3477,31,5,57,76,OCCITANIE
202325,3,298,0,787,5,0,13,32,HAUTS-DE-FRANCE
202325,3,412,0,1097,11,0,28,52,PAYS-DE-LA-LOIRE
202325,3,1038,0,2437,20,0,47,93,PROVENCE-ALPES-COTE-D-AZUR
202325,3,164,0,533,5,0,16,53,BRETAGNE
202325,3,70,0,444,2,0,13,28,NORMANDIE
202324,3,712,0,1464,13,0,26,44,GRAND EST
202324,3,2503,248,4758,41,4,78,75,NOUVELLE-AQUITAINE
202324,3,859,100,1618,10,1,19,84,AUVERGNE-RHONE-ALPES
202324,3,697,0,1487,24,0,51,27,BOURGOGNE-FRANCHE-COMTE
202324,3,432,0,1088,12,0,31,53,BRETAGNE
202324,3,274,0,823,10,0,31,24,CENTRE-VAL-DE-LOIRE
202324,3,75,0,183,22,0,53,94,CORSE
202324,3,1427,362,2492,12,3,21,11,ILE-DE-FRANCE
202324,3,1297,204,2390,21,3,39,76,OCCITANIE
202324,3,270,0,826,4,0,13,32,HAUTS-DE-FRANCE
202324,3,27,0,143,1,0,4,28,NORMANDIE
202324,3,1003,0,2788,26,0,72,52,PAYS-DE-LA-LOIRE
202324,3,1056,0,2525,20,0,48,93,PROVENCE-ALPES-COTE-D-AZUR
202323,3,1920,578,3262,34,10,58,44,GRAND EST
202323,3,1314,283,2345,21,4,38,75,NOUVELLE-AQUITAINE
202323,3,1666,575,2757,20,7,33,84,AUVERGNE-RHONE-ALPES
202323,3,407,0,1017,14,0,35,27,BOURGOGNE-FRANCHE-COMTE
202323,3,539,0,1319,16,0,39,53,BRETAGNE
202323,3,115,0,349,4,0,13,24,CENTRE-VAL-DE-LOIRE
202323,3,211,0,531,61,0,153,94,CORSE
202323,3,1616,430,2802,13,3,23,11,ILE-DE-FRANCE
202323,3,2277,908,3646,37,15,59,76,OCCITANIE
202323,3,1308,193,2423,21,3,39,32,HAUTS-DE-FRANCE
202323,3,9,0,120,0,0,3,28,NORMANDIE
202323,3,678,0,1446,17,0,37,52,PAYS-DE-LA-LOIRE
202323,3,1785,0,3740,34,0,72,93,PROVENCE-ALPES-COTE-D-AZUR
202322,3,1143,168,2118,20,3,37,44,GRAND EST
202322,3,1932,0,4123,31,0,67,75,NOUVELLE-AQUITAINE
202322,3,827,141,1513,10,2,18,84,AUVERGNE-RHONE-ALPES
202322,3,505,0,1138,18,0,40,27,BOURGOGNE-FRANCHE-COMTE
202322,3,1196,152,2240,35,5,65,53,BRETAGNE
202322,3,731,0,1870,28,0,71,24,CENTRE-VAL-DE-LOIRE
202322,3,219,0,508,63,0,146,94,CORSE
202322,3,2822,1301,4343,23,11,35,11,ILE-DE-FRANCE
202322,3,3096,1537,4655,51,25,77,76,OCCITANIE
202322,3,572,0,1384,9,0,22,32,HAUTS-DE-FRANCE
202322,3,76,0,391,2,0,11,28,NORMANDIE
202322,3,1149,158,2140,29,4,54,52,PAYS-DE-LA-LOIRE
202322,3,2335,580,4090,45,11,79,93,PROVENCE-ALPES-COTE-D-AZUR
202321,3,2231,697,3765,39,12,66,44,GRAND EST
202321,3,1316,75,2557,21,1,41,75,NOUVELLE-AQUITAINE
202321,3,1157,319,1995,14,4,24,84,AUVERGNE-RHONE-ALPES
202321,3,810,60,1560,28,2,54,27,BOURGOGNE-FRANCHE-COMTE
202321,3,836,0,1735,24,0,50,53,BRETAGNE
202321,3,527,0,1252,20,0,48,24,CENTRE-VAL-DE-LOIRE
202321,3,127,0,279,36,0,80,94,CORSE
202321,3,1973,704,3242,16,6,26,11,ILE-DE-FRANCE
202321,3,1274,265,2283,21,4,38,76,OCCITANIE
202321,3,823,0,1780,14,0,30,32,HAUTS-DE-FRANCE
202321,3,100,0,531,3,0,16,28,NORMANDIE
202321,3,770,0,1873,20,0,48,52,PAYS-DE-LA-LOIRE
202321,3,3850,798,6902,74,15,133,93,PROVENCE-ALPES-COTE-D-AZUR
202320,3,2083,645,3521,37,12,62,44,GRAND EST
202320,3,1330,227,2433,22,4,40,75,NOUVELLE-AQUITAINE
202320,3,1920,547,3293,23,6,40,84,AUVERGNE-RHONE-ALPES
202320,3,633,0,1327,22,0,46,27,BOURGOGNE-FRANCHE-COMTE
202320,3,276,0,637,8,0,18,53,BRETAGNE
202320,3,521,0,1165,20,0,44,24,CENTRE-VAL-DE-LOIRE
202320,3,67,0,158,19,0,45,94,CORSE
202320,3,1657,478,2836,13,3,23,11,ILE-DE-FRANCE
202320,3,1913,567,3259,31,9,53,76,OCCITANIE
202320,3,1209,66,2352,20,1,39,32,HAUTS-DE-FRANCE
202320,3,458,0,1755,13,0,51,28,NORMANDIE
202320,3,219,0,629,6,0,16,52,PAYS-DE-LA-LOIRE
202320,3,3461,332,6590,67,7,127,93,PROVENCE-ALPES-COTE-D-AZUR
202319,3,1701,467,2935,30,8,52,44,GRAND EST
202319,3,1321,173,2469,21,2,40,75,NOUVELLE-AQUITAINE
202319,3,1213,103,2323,15,2,28,84,AUVERGNE-RHONE-ALPES
202319,3,684,0,1423,24,0,50,27,BOURGOGNE-FRANCHE-COMTE
202319,3,1003,0,2031,29,0,59,53,BRETAGNE
202319,3,501,0,1060,19,0,40,24,CENTRE-VAL-DE-LOIRE
202319,3,149,0,408,43,0,117,94,CORSE
202319,3,2426,1081,3771,20,9,31,11,ILE-DE-FRANCE
202319,3,1699,257,3141,28,4,52,76,OCCITANIE
202319,3,1977,426,3528,32,7,57,32,HAUTS-DE-FRANCE
202319,3,1634,0,3921,48,0,115,28,NORMANDIE
202319,3,706,0,1464,18,0,37,52,PAYS-DE-LA-LOIRE
202319,3,1512,0,3406,29,0,66,93,PROVENCE-ALPES-COTE-D-AZUR
202318,3,1867,524,3210,33,9,57,44,GRAND EST
202318,3,2103,715,3491,34,12,56,75,NOUVELLE-AQUITAINE
202318,3,2087,678,3496,25,8,42,84,AUVERGNE-RHONE-ALPES
202318,3,576,0,1290,20,0,45,27,BOURGOGNE-FRANCHE-COMTE
202318,3,899,63,1735,26,2,50,53,BRETAGNE
202318,3,270,0,630,10,0,24,24,CENTRE-VAL-DE-LOIRE
202318,3,220,0,571,63,0,164,94,CORSE
202318,3,3286,1569,5003,27,13,41,11,ILE-DE-FRANCE
202318,3,3387,626,6148,56,11,101,76,OCCITANIE
202318,3,2561,737,4385,42,12,72,32,HAUTS-DE-FRANCE
202318,3,492,0,1240,14,0,36,28,NORMANDIE
202318,3,613,0,1325,16,0,34,52,PAYS-DE-LA-LOIRE
202318,3,1647,0,3659,32,0,71,93,PROVENCE-ALPES-COTE-D-AZUR
202317,3,2332,660,4004,41,11,71,44,GRAND EST
202317,3,2670,1085,4255,43,17,69,75,NOUVELLE-AQUITAINE
202317,3,3910,2151,5669,47,26,68,84,AUVERGNE-RHONE-ALPES
202317,3,1065,128,2002,37,4,70,27,BOURGOGNE-FRANCHE-COMTE
202317,3,2358,890,3826,68,26,110,53,BRETAGNE
202317,3,421,0,895,16,0,34,24,CENTRE-VAL-DE-LOIRE
202317,3,278,0,1256,80,0,360,94,CORSE
202317,3,3110,1416,4804,25,11,39,11,ILE-DE-FRANCE
202317,3,3208,1413,5003,53,24,82,76,OCCITANIE
202317,3,1682,268,3096,28,5,51,32,HAUTS-DE-FRANCE
202317,3,562,0,1284,17,0,38,28,NORMANDIE
202317,3,1241,194,2288,32,5,59,52,PAYS-DE-LA-LOIRE
202317,3,1643,0,3297,32,0,64,93,PROVENCE-ALPES-COTE-D-AZUR
202316,3,1732,552,2912,31,10,52,44,GRAND EST
202316,3,1932,614,3250,31,10,52,75,NOUVELLE-AQUITAINE
202316,3,4006,2159,5853,49,27,71,84,AUVERGNE-RHONE-ALPES
202316,3,389,0,1150,14,0,40,27,BOURGOGNE-FRANCHE-COMTE
202316,3,1757,299,3215,51,9,93,53,BRETAGNE
202316,3,398,0,830,15,0,31,24,CENTRE-VAL-DE-LOIRE
202316,3,250,0,649,72,0,186,94,CORSE
202316,3,5397,2177,8617,44,18,70,11,ILE-DE-FRANCE
202316,3,3501,1902,5100,57,31,83,76,OCCITANIE
202316,3,2569,358,4780,42,6,78,32,HAUTS-DE-FRANCE
202316,3,884,90,1678,26,3,49,28,NORMANDIE
202316,3,779,0,1612,20,0,41,52,PAYS-DE-LA-LOIRE
202316,3,2299,0,4628,44,0,89,93,PROVENCE-ALPES-COTE-D-AZUR
202315,3,3230,1544,4916,57,27,87,44,GRAND EST
202315,3,2397,640,4154,39,11,67,75,NOUVELLE-AQUITAINE
202315,3,3320,1787,4853,40,21,59,84,AUVERGNE-RHONE-ALPES
202315,3,2569,878,4260,89,30,148,27,BOURGOGNE-FRANCHE-COMTE
202315,3,2573,893,4253,74,25,123,53,BRETAGNE
202315,3,645,116,1174,24,4,44,24,CENTRE-VAL-DE-LOIRE
202315,3,280,18,542,80,5,155,94,CORSE
202315,3,5665,3143,8187,46,26,66,11,ILE-DE-FRANCE
202315,3,3644,2086,5202,60,34,86,76,OCCITANIE
202315,3,3425,1383,5467,56,22,90,32,HAUTS-DE-FRANCE
202315,3,887,0,1798,26,0,53,28,NORMANDIE
202315,3,595,0,1271,15,0,32,52,PAYS-DE-LA-LOIRE
202315,3,6260,2291,10229,121,44,198,93,PROVENCE-ALPES-COTE-D-AZUR
202314,3,6255,3726,8784,110,65,155,44,GRAND EST
202314,3,4020,1909,6131,65,31,99,75,NOUVELLE-AQUITAINE
202314,3,6211,4122,8300,75,50,100,84,AUVERGNE-RHONE-ALPES
202314,3,2254,999,3509,78,34,122,27,BOURGOGNE-FRANCHE-COMTE
202314,3,2400,840,3960,69,24,114,53,BRETAGNE
202314,3,1190,0,3664,45,0,139,24,CENTRE-VAL-DE-LOIRE
202314,3,214,0,430,61,0,123,94,CORSE
202314,3,7191,4664,9718,58,38,78,11,ILE-DE-FRANCE
202314,3,4807,2860,6754,79,47,111,76,OCCITANIE
202314,3,3400,1141,5659,56,19,93,32,HAUTS-DE-FRANCE
202314,3,470,0,1239,14,0,37,28,NORMANDIE
202314,3,1638,303,2973,42,8,76,52,PAYS-DE-LA-LOIRE
202314,3,5695,1774,9616,110,34,186,93,PROVENCE-ALPES-COTE-D-AZUR
202313,3,6855,4018,9692,121,71,171,44,GRAND EST
202313,3,7225,4401,10049,117,71,163,75,NOUVELLE-AQUITAINE
202313,3,9413,6702,12124,114,81,147,84,AUVERGNE-RHONE-ALPES
202313,3,2545,1220,3870,89,43,135,27,BOURGOGNE-FRANCHE-COMTE
202313,3,2666,1337,3995,77,39,115,53,BRETAGNE
202313,3,2536,1207,3865,96,46,146,24,CENTRE-VAL-DE-LOIRE
202313,3,171,0,349,49,0,100,94,CORSE
202313,3,8646,6097,11195,70,49,91,11,ILE-DE-FRANCE
202313,3,4652,2320,6984,76,38,114,76,OCCITANIE
202313,3,6996,4027,9965,115,66,164,32,HAUTS-DE-FRANCE
202313,3,1709,125,3293,50,3,97,28,NORMANDIE
202313,3,3098,1114,5082,79,28,130,52,PAYS-DE-LA-LOIRE
202313,3,5406,1996,8816,104,38,170,93,PROVENCE-ALPES-COTE-D-AZUR
202312,3,8103,5056,11150,143,89,197,44,GRAND EST
202312,3,9434,6443,12425,153,105,201,75,NOUVELLE-AQUITAINE
202312,3,8915,5831,11999,108,71,145,84,AUVERGNE-RHONE-ALPES
202312,3,3397,1846,4948,118,64,172,27,BOURGOGNE-FRANCHE-COMTE
202312,3,3692,2220,5164,107,65,149,53,BRETAGNE
202312,3,2598,1496,3700,99,57,141,24,CENTRE-VAL-DE-LOIRE
202312,3,170,0,357,49,0,103,94,CORSE
202312,3,6825,4572,9078,55,37,73,11,ILE-DE-FRANCE
202312,3,4883,2730,7036,80,45,115,76,OCCITANIE
202312,3,8515,5746,11284,140,95,185,32,HAUTS-DE-FRANCE
202312,3,4586,1444,7728,135,42,228,28,NORMANDIE
202312,3,1826,704,2948,47,18,76,52,PAYS-DE-LA-LOIRE
202312,3,4864,1847,7881,94,36,152,93,PROVENCE-ALPES-COTE-D-AZUR
202311,3,9725,5599,13851,172,99,245,44,GRAND EST
202311,3,8862,5823,11901,144,95,193,75,NOUVELLE-AQUITAINE
202311,3,12281,9309,15253,149,113,185,84,AUVERGNE-RHONE-ALPES
202311,3,4604,2667,6541,160,93,227,27,BOURGOGNE-FRANCHE-COMTE
202311,3,3352,1939,4765,97,56,138,53,BRETAGNE
202311,3,1973,1006,2940,75,38,112,24,CENTRE-VAL-DE-LOIRE
202311,3,204,14,394,58,4,112,94,CORSE
202311,3,8548,5989,11107,69,48,90,11,ILE-DE-FRANCE
202311,3,4803,2743,6863,79,45,113,76,OCCITANIE
202311,3,5979,3877,8081,98,63,133,32,HAUTS-DE-FRANCE
202311,3,1797,139,3455,53,4,102,28,NORMANDIE
202311,3,667,0,1337,17,0,34,52,PAYS-DE-LA-LOIRE
202311,3,4291,1775,6807,83,34,132,93,PROVENCE-ALPES-COTE-D-AZUR
202310,3,8523,5462,11584,150,96,204,44,GRAND EST
202310,3,11123,7729,14517,180,125,235,75,NOUVELLE-AQUITAINE
202310,3,11497,8137,14857,139,98,180,84,AUVERGNE-RHONE-ALPES
202310,3,4267,2267,6267,148,78,218,27,BOURGOGNE-FRANCHE-COMTE
202310,3,2950,1646,4254,85,47,123,53,BRETAGNE
202310,3,1696,448,2944,64,17,111,24,CENTRE-VAL-DE-LOIRE
202310,3,277,12,542,79,3,155,94,CORSE
202310,3,8154,5670,10638,66,46,86,11,ILE-DE-FRANCE
202310,3,6096,3686,8506,100,60,140,76,OCCITANIE
202310,3,5656,3485,7827,93,57,129,32,HAUTS-DE-FRANCE
202310,3,1370,242,2498,40,7,73,28,NORMANDIE
202310,3,1886,577,3195,48,15,81,52,PAYS-DE-LA-LOIRE
202310,3,7020,3983,10057,136,77,195,93,PROVENCE-ALPES-COTE-D-AZUR
202309,3,6077,3847,8307,107,68,146,44,GRAND EST
202309,3,7530,4247,10813,122,69,175,75,NOUVELLE-AQUITAINE
202309,3,10825,7937,13713,131,96,166,84,AUVERGNE-RHONE-ALPES
202309,3,4098,2194,6002,143,77,209,27,BOURGOGNE-FRANCHE-COMTE
202309,3,1698,621,2775,49,18,80,53,BRETAGNE
202309,3,1659,574,2744,63,22,104,24,CENTRE-VAL-DE-LOIRE
202309,3,206,0,459,59,0,132,94,CORSE
202309,3,7028,4506,9550,57,37,77,11,ILE-DE-FRANCE
202309,3,6005,3342,8668,98,54,142,76,OCCITANIE
202309,3,5060,2974,7146,83,49,117,32,HAUTS-DE-FRANCE
202309,3,869,14,1724,26,1,51,28,NORMANDIE
202309,3,1838,664,3012,47,17,77,52,PAYS-DE-LA-LOIRE
202309,3,6484,3127,9841,125,60,190,93,PROVENCE-ALPES-COTE-D-AZUR
202308,3,4347,2561,6133,77,46,108,44,GRAND EST
202308,3,9885,6625,13145,160,107,213,75,NOUVELLE-AQUITAINE
202308,3,10679,7862,13496,129,95,163,84,AUVERGNE-RHONE-ALPES
202308,3,2458,1164,3752,86,41,131,27,BOURGOGNE-FRANCHE-COMTE
202308,3,2901,540,5262,84,16,152,53,BRETAGNE
202308,3,2545,975,4115,97,37,157,24,CENTRE-VAL-DE-LOIRE
202308,3,514,157,871,147,45,249,94,CORSE
202308,3,8448,5473,11423,68,44,92,11,ILE-DE-FRANCE
202308,3,17105,12463,21747,281,205,357,76,OCCITANIE
202308,3,2155,668,3642,35,11,59,32,HAUTS-DE-FRANCE
202308,3,1879,352,3406,55,10,100,28,NORMANDIE
202308,3,1739,598,2880,44,15,73,52,PAYS-DE-LA-LOIRE
202308,3,8924,4310,13538,172,83,261,93,PROVENCE-ALPES-COTE-D-AZUR
202307,3,7154,4688,9620,126,82,170,44,GRAND EST
202307,3,10408,7189,13627,169,117,221,75,NOUVELLE-AQUITAINE
202307,3,10820,7723,13917,131,93,169,84,AUVERGNE-RHONE-ALPES
202307,3,1811,622,3000,63,22,104,27,BOURGOGNE-FRANCHE-COMTE
202307,3,2551,867,4235,74,25,123,53,BRETAGNE
202307,3,1393,732,2054,53,28,78,24,CENTRE-VAL-DE-LOIRE
202307,3,1151,751,1551,330,215,445,94,CORSE
202307,3,7694,5131,10257,62,41,83,11,ILE-DE-FRANCE
202307,3,16655,12472,20838,273,204,342,76,OCCITANIE
202307,3,5364,3125,7603,88,51,125,32,HAUTS-DE-FRANCE
202307,3,1347,95,2599,40,3,77,28,NORMANDIE
202307,3,4060,2082,6038,103,53,153,52,PAYS-DE-LA-LOIRE
202307,3,12883,8113,17653,249,157,341,93,PROVENCE-ALPES-COTE-D-AZUR
202306,3,11185,7897,14473,197,139,255,44,GRAND EST
202306,3,6740,3979,9501,109,64,154,75,NOUVELLE-AQUITAINE
202306,3,13803,10212,17394,167,123,211,84,AUVERGNE-RHONE-ALPES
202306,3,2778,619,4937,97,22,172,27,BOURGOGNE-FRANCHE-COMTE
202306,3,2316,1099,3533,67,32,102,53,BRETAGNE
202306,3,1758,978,2538,67,37,97,24,CENTRE-VAL-DE-LOIRE
202306,3,595,340,850,171,98,244,94,CORSE
202306,3,9863,6871,12855,80,56,104,11,ILE-DE-FRANCE
202306,3,12395,9059,15731,203,148,258,76,OCCITANIE
202306,3,5418,3187,7649,89,52,126,32,HAUTS-DE-FRANCE
202306,3,1485,203,2767,44,6,82,28,NORMANDIE
202306,3,3276,1699,4853,84,44,124,52,PAYS-DE-LA-LOIRE
202306,3,20732,14173,27291,401,274,528,93,PROVENCE-ALPES-COTE-D-AZUR
202305,3,8762,5924,11600,155,105,205,44,GRAND EST
202305,3,9140,6343,11937,148,103,193,75,NOUVELLE-AQUITAINE
202305,3,12836,9765,15907,156,119,193,84,AUVERGNE-RHONE-ALPES
202305,3,4023,2244,5802,140,78,202,27,BOURGOGNE-FRANCHE-COMTE
202305,3,1998,837,3159,58,24,92,53,BRETAGNE
202305,3,2191,1357,3025,83,51,115,24,CENTRE-VAL-DE-LOIRE
202305,3,779,464,1094,223,133,313,94,CORSE
202305,3,8727,6098,11356,70,49,91,11,ILE-DE-FRANCE
202305,3,10540,7633,13447,173,125,221,76,OCCITANIE
202305,3,4918,2587,7249,81,43,119,32,HAUTS-DE-FRANCE
202305,3,2167,5,4329,64,0,128,28,NORMANDIE
202305,3,3200,1344,5056,82,35,129,52,PAYS-DE-LA-LOIRE
202305,3,21988,14809,29167,425,286,564,93,PROVENCE-ALPES-COTE-D-AZUR
202304,3,4829,3008,6650,85,53,117,44,GRAND EST
202304,3,6194,3545,8843,100,57,143,75,NOUVELLE-AQUITAINE
202304,3,9928,7403,12453,120,89,151,84,AUVERGNE-RHONE-ALPES
202304,3,4021,2362,5680,140,82,198,27,BOURGOGNE-FRANCHE-COMTE
202304,3,2575,1156,3994,74,33,115,53,BRETAGNE
202304,3,1971,1113,2829,75,42,108,24,CENTRE-VAL-DE-LOIRE
202304,3,640,367,913,184,106,262,94,CORSE
202304,3,7581,5039,10123,61,40,82,11,ILE-DE-FRANCE
202304,3,7249,4919,9579,119,81,157,76,OCCITANIE
202304,3,5023,2862,7184,83,48,118,32,HAUTS-DE-FRANCE
202304,3,542,0,1255,16,0,37,28,NORMANDIE
202304,3,3057,1296,4818,78,33,123,52,PAYS-DE-LA-LOIRE
202304,3,16940,11263,22617,327,217,437,93,PROVENCE-ALPES-COTE-D-AZUR
202303,3,5086,3116,7056,90,55,125,44,GRAND EST
202303,3,8203,4980,11426,133,81,185,75,NOUVELLE-AQUITAINE
202303,3,6493,4514,8472,79,55,103,84,AUVERGNE-RHONE-ALPES
202303,3,2798,1432,4164,97,49,145,27,BOURGOGNE-FRANCHE-COMTE
202303,3,2403,1181,3625,69,34,104,53,BRETAGNE
